ID;L1;L2;L3;L4;L5;L6;L7;L8;L9;L10;L11;L12;L13;L14;L15;L16;L17;L18;L19;L20
6161;1;4;12;16;17;35;38;43;54;56;59;60;62;63;68;69;72;75;77;79
6162;1;2;5;6;7;17;22;25;29;35;39;43;47;61;64;65;68;72;74;77
6163;2;11;13;15;18;27;28;30;35;36;37;40;41;46;47;52;63;69;72;80
6164;1;12;23;25;28;29;34;39;41;43;45;50;53;57;65;66;71;73;79;80
6165;1;5;7;11;16;21;24;26;29;33;34;38;39;45;48;51;55;56;59;74
6166;6;9;27;31;37;40;41;48;49;57;58;59;60;64;66;67;69;70;71;80
6167;3;16;17;19;20;22;24;25;26;32;36;39;58;61;69;70;73;74;75;79
6168;1;3;5;8;14;22;24;28;30;33;35;39;41;44;55;56;61;65;68;74
6169;1;7;13;21;29;33;34;36;42;45;46;47;52;53;54;56;57;66;69;76
6170;1;7;8;12;15;18;23;25;28;35;41;42;44;54;57;65;66;70;72;77
6171;5;7;19;26;30;35;36;37;38;39;40;44;45;52;55;57;63;71;72;76
6172;2;3;8;12;13;22;25;29;32;33;39;45;46;51;52;54;59;62;67;80
6173;11;14;15;17;20;23;33;34;38;39;40;41;42;47;60;63;66;68;73;77
6174;6;11;15;19;20;21;23;24;25;27;31;40;44;48;58;68;70;71;72;77
6175;4;6;10;15;26;27;30;39;41;46;47;48;49;59;60;64;65;73;75;78
6176;5;10;16;18;19;26;27;29;30;32;36;40;43;49;51;61;62;65;72;76
6177;6;7;8;9;10;14;21;23;28;29;38;45;47;54;58;64;66;70;77;78
6178;2;4;6;9;12;15;20;21;25;27;30;41;48;50;57;58;65;67;73;78
6179;1;2;6;12;15;18;26;29;39;42;43;44;50;55;57;61;63;64;74;77
6180;18;20;25;35;37;38;44;45;47;49;50;51;57;59;66;68;69;71;74;80
6181;1;3;12;15;23;30;33;38;43;44;46;51;52;56;59;64;67;73;74;75
6182;12;21;26;28;29;38;40;48;49;51;52;55;56;58;60;62;70;76;79;80
6183;1;2;4;5;7;14;15;18;20;28;29;44;53;59;64;66;68;71;72;79
6184;1;8;9;11;13;15;21;23;28;33;34;37;38;43;62;65;66;67;72;75
6185;1;7;10;11;13;14;15;19;23;24;30;37;39;41;43;48;59;69;73;79
6186;10;11;18;23;25;27;33;40;47;53;56;57;58;61;62;64;67;72;73;74
6187;7;11;12;13;14;23;29;32;34;42;47;52;54;56;58;59;60;65;69;75
6188;1;9;12;13;20;21;25;29;32;39;42;45;47;48;53;56;59;64;71;80
6189;1;4;5;10;13;22;29;35;40;46;50;61;62;66;70;71;73;74;77;78
6190;5;11;12;20;24;27;32;33;36;39;43;45;48;53;59;62;67;70;71;74
6191;1;5;13;14;15;16;17;18;32;39;41;42;48;52;55;56;59;65;69;77
6192;4;5;7;8;9;10;14;16;21;24;25;34;37;39;61;63;65;66;70;77
6193;2;3;6;14;17;18;20;24;35;36;39;41;43;52;63;65;69;70;75;76
6194;1;8;10;13;21;24;32;33;34;38;39;40;41;42;43;45;48;58;60;68
6195;4;7;21;23;30;31;35;39;40;49;52;58;59;64;66;67;68;75;76;78
6196;3;10;17;18;19;26;32;33;35;38;41;48;49;52;59;70;71;72;74;79
6197;1;6;12;18;19;20;26;29;31;32;36;40;42;44;46;47;48;55;58;62
6198;1;9;17;19;21;24;26;33;35;42;43;48;61;63;64;67;71;73;74;78
6199;3;6;10;11;12;13;24;26;29;34;43;44;47;52;53;56;58;59;66;78
6200;2;12;13;15;21;26;27;30;31;34;35;44;46;49;51;55;58;60;69;74
6201;6;16;17;19;25;27;29;31;33;34;45;49;51;52;63;64;66;68;72;80
6202;1;5;7;10;11;12;13;27;35;41;49;51;54;58;69;71;73;74;79;80
6203;1;2;3;10;15;18;19;25;32;35;40;44;46;49;52;64;68;72;73;75
6204;1;5;11;16;20;33;43;46;47;48;49;51;52;57;66;67;68;70;74;77
6205;7;9;17;21;24;28;30;39;40;41;42;44;46;49;52;55;58;67;77;78
6206;3;10;11;14;16;18;20;37;50;57;58;60;62;66;67;70;73;75;77;79
6207;7;8;10;16;18;24;27;34;35;37;40;42;49;52;56;58;62;69;70;78
6208;2;6;9;11;20;25;28;31;33;42;46;49;50;53;62;63;65;68;72;79
6209;5;12;13;22;23;24;25;34;35;36;38;42;43;50;51;54;57;61;66;72
6210;3;4;6;8;11;15;17;22;23;24;34;37;42;46;49;61;62;63;66;67
6211;5;6;9;12;15;18;26;37;41;46;47;50;54;62;65;69;71;73;78;79
6212;2;5;9;15;18;29;31;32;37;38;43;44;46;49;56;60;62;63;66;72
6213;10;14;16;22;23;24;25;27;29;30;33;34;38;43;51;53;61;64;66;69
6214;4;8;13;18;20;23;26;32;35;50;51;54;55;56;58;64;65;74;75;76
6215;3;4;6;11;15;18;26;28;29;31;38;50;52;58;59;60;63;68;75;79
6216;2;3;6;11;12;21;28;31;35;36;38;39;54;57;63;64;68;73;76;79
6217;8;14;17;21;22;26;29;34;37;45;47;52;53;57;58;62;65;70;74;75
6218;1;2;5;12;17;18;20;24;29;30;31;36;44;46;47;51;56;62;63;78
6219;2;13;15;16;19;23;24;27;30;33;38;42;49;54;55;59;62;66;71;76
6220;2;5;7;9;16;18;28;33;39;41;43;44;50;52;53;54;57;61;74;78
6221;5;11;18;24;29;33;34;36;38;44;47;53;58;59;69;70;71;74;76;79
6222;2;8;16;17;18;19;22;24;28;30;34;41;48;51;56;59;61;62;67;76
6223;1;5;6;7;10;20;26;29;30;31;33;42;43;45;49;65;69;70;75;78
6224;13;17;21;23;24;29;30;31;34;43;44;47;50;54;59;61;62;74;75;77
6225;2;5;6;7;8;18;22;24;35;36;39;52;59;60;66;67;68;71;72;78
6226;3;23;24;28;30;31;38;40;41;45;54;55;57;59;61;63;66;68;76;80
6227;1;7;8;11;13;25;30;39;40;42;43;46;48;50;51;60;62;67;72;75
6228;1;4;5;8;14;15;18;24;38;53;55;58;59;61;63;67;70;71;72;73
6229;3;9;13;15;20;25;36;37;41;42;47;52;54;61;65;70;72;76;79;80
6230;3;9;12;15;26;29;30;38;40;53;54;57;60;63;67;68;70;74;75;76
6231;5;9;12;14;19;21;23;29;32;33;39;45;46;53;57;61;68;73;79;80
6232;6;10;11;17;19;26;31;35;40;43;46;47;48;56;57;58;66;68;70;76
6233;1;3;7;8;15;22;28;31;34;35;40;45;54;58;67;69;70;71;77;79
6234;5;8;10;13;17;19;22;23;25;29;32;40;43;52;55;59;62;72;79;80
6235;2;7;13;16;20;21;26;27;29;31;38;44;50;52;60;61;66;69;71;79
6236;1;7;15;16;17;19;38;44;46;51;55;59;60;66;67;69;70;71;72;77
6237;2;10;12;13;20;25;29;41;43;45;46;50;58;60;62;71;72;75;78;79
6238;5;11;14;15;18;23;28;29;33;40;44;48;49;52;53;56;57;72;77;80
6239;2;3;4;17;19;21;32;34;39;40;41;42;53;59;60;61;70;71;76;80
6240;3;7;15;17;20;21;25;29;33;37;39;42;49;57;61;64;66;73;75;79
6241;2;7;10;18;22;23;24;37;42;43;44;46;48;60;65;66;74;75;77;80
6242;1;4;5;8;11;13;14;18;19;23;25;30;32;43;53;59;67;72;73;76
6243;1;2;11;16;19;20;22;25;28;32;34;36;45;49;53;56;59;67;68;76
6244;1;2;6;13;18;25;32;33;34;37;41;45;46;49;55;66;70;76;78;79
6245;3;10;15;20;27;31;32;33;35;37;40;43;45;46;51;57;59;61;65;70
6246;5;7;9;10;16;23;24;26;28;29;46;50;61;65;66;68;70;77;78;80
6247;19;29;30;32;34;38;39;42;49;54;56;57;61;64;69;73;75;76;77;78
6248;1;7;14;17;23;27;29;32;35;37;39;46;51;52;53;58;63;67;74;78
6249;5;8;10;12;15;20;22;34;35;36;42;43;56;58;60;62;70;72;76;77
6250;10;12;19;22;23;25;27;29;30;37;39;45;48;59;60;62;63;67;72;80
6251;4;7;13;17;19;20;21;23;25;37;38;40;41;53;60;63;66;68;74;78
6252;3;9;11;17;18;20;22;26;28;36;48;49;55;60;66;68;71;75;78;79
6253;2;3;15;19;23;24;25;26;34;47;53;54;55;56;59;60;63;66;73;76
6254;5;9;13;31;32;35;40;50;52;58;64;67;69;70;71;73;75;76;79;80
6255;3;8;9;14;24;30;31;32;34;38;44;45;48;51;53;57;60;62;69;77
6256;4;15;16;17;25;27;30;31;32;40;42;43;46;50;58;62;66;71;79;80
6257;4;7;23;24;29;30;34;35;36;42;44;46;50;54;56;61;63;67;69;72
6258;1;2;6;12;17;20;34;37;38;45;47;53;57;59;61;62;69;74;75;78
6259;1;10;16;18;20;23;34;36;38;39;41;42;48;49;50;51;53;54;61;62
6260;3;7;9;10;12;17;23;28;32;38;46;48;52;53;58;60;62;66;68;72
6261;2;3;6;8;9;20;23;25;27;29;32;36;43;51;61;63;64;70;72;74
6262;5;6;14;20;23;29;31;46;49;50;52;57;58;61;64;67;70;75;77;78
6263;3;4;5;9;11;16;30;35;36;42;43;58;61;63;64;72;73;76;77;80
6264;11;13;15;16;17;24;26;30;35;36;42;45;46;50;51;64;65;70;75;77
6265;7;12;13;16;18;24;27;34;36;37;42;47;53;55;56;62;65;66;72;77
6266;2;5;10;13;20;21;22;27;29;33;37;40;47;51;60;61;62;71;76;78
6267;2;10;12;15;18;20;23;34;37;41;43;46;48;51;59;60;65;67;68;70
6268;7;14;17;20;26;28;31;37;40;41;45;47;52;53;55;61;63;65;75;78
6269;2;4;6;8;9;13;19;25;27;28;30;42;46;48;53;54;64;65;70;72
6270;3;12;13;17;24;26;30;37;40;43;48;54;57;61;62;65;67;69;74;75
6271;10;15;16;22;23;29;37;39;42;44;48;50;52;59;60;66;70;72;75;78
6272;2;3;4;7;10;14;20;21;38;41;47;49;50;55;58;66;69;71;72;80
6273;1;4;18;20;21;28;31;40;42;43;49;59;60;61;64;72;74;76;77;78
6274;8;9;14;15;20;28;31;34;40;48;49;52;57;59;62;63;67;75;79;80
6275;1;4;10;16;17;22;24;25;29;31;35;39;40;46;52;60;64;67;74;76
6276;1;2;4;11;14;19;22;29;31;33;34;38;44;48;51;54;56;58;69;76
6277;8;16;17;23;25;26;30;32;35;36;39;43;46;49;53;55;63;64;68;79
6278;12;18;23;24;25;26;27;36;37;38;41;46;47;50;51;58;61;68;69;74
6279;1;4;6;15;18;23;33;35;38;41;47;48;54;60;62;63;66;75;77;79
6280;12;16;17;18;21;25;27;32;34;44;46;50;51;55;58;59;63;67;76;77
6281;13;17;19;23;25;30;31;32;35;41;46;47;53;54;56;66;67;71;74;76
6282;2;6;7;12;13;21;22;26;27;32;40;41;43;46;53;55;60;62;76;80
6283;3;8;12;14;15;17;23;24;25;33;38;42;47;49;51;61;66;70;72;77
6284;4;5;18;19;26;32;34;35;40;46;49;50;51;56;59;60;68;71;76;77
6285;1;3;6;12;17;20;23;24;31;33;35;42;56;57;58;59;62;63;69;75
6286;3;4;10;15;16;19;22;26;27;29;32;40;41;42;52;59;61;64;65;71
6287;1;8;9;12;13;15;26;30;35;37;47;49;56;57;61;62;65;67;77;80
6288;1;3;5;11;14;16;18;24;25;26;32;47;52;55;56;62;66;68;70;77
6289;1;2;4;6;12;19;31;38;43;44;46;49;50;56;59;61;63;70;71;72
6290;3;4;12;15;16;20;24;32;41;43;44;45;51;52;53;56;60;65;75;76
6291;7;8;12;13;14;16;18;21;29;36;39;44;45;56;61;62;76;77;78;80
6292;2;5;6;14;19;22;23;30;34;36;38;39;50;52;58;67;69;73;75;77
6293;1;7;8;14;15;19;22;29;33;40;42;49;58;61;62;69;72;75;76;79
6294;1;2;7;19;20;21;22;23;28;36;37;42;44;48;52;60;69;71;79;80
6295;4;9;15;26;30;32;35;38;41;46;48;49;54;55;58;64;67;72;74;78
6296;15;18;20;22;25;32;33;36;39;43;45;46;47;56;57;59;63;74;76;77
6297;3;12;16;17;20;22;32;36;37;43;47;48;51;52;55;65;68;71;73;77
6298;3;8;16;25;27;30;32;33;39;46;48;49;63;68;69;70;73;74;75;78
6299;5;8;9;13;16;19;25;27;35;40;44;46;48;54;59;62;63;69;70;79
6300;3;5;15;18;19;23;24;26;31;37;40;44;46;51;52;62;63;65;70;76
6301;1;10;13;14;15;22;24;28;39;48;49;51;55;56;58;68;77;78;79;80
6302;1;3;6;7;20;21;24;28;29;39;42;51;59;60;61;62;64;70;71;79
6303;1;13;14;17;19;24;26;30;32;37;40;42;48;51;59;60;61;62;64;75
6304;1;4;21;22;23;26;30;32;37;38;42;51;56;57;58;61;62;65;72;78
6305;2;3;4;7;11;23;32;33;39;40;41;43;54;57;60;62;65;66;72;75
6306;7;11;13;16;20;21;22;25;28;36;37;42;44;46;47;52;54;71;74;76
6307;4;9;13;16;17;19;26;28;30;34;51;56;57;67;69;70;71;78;79;80
6308;6;7;12;15;16;23;29;33;35;38;48;51;53;59;63;66;70;74;78;79
6309;2;7;10;22;25;26;37;40;44;45;46;47;48;54;55;62;64;65;67;73
6310;2;9;10;15;19;20;22;23;27;28;36;42;43;44;45;52;57;60;61;65
6311;1;14;16;19;28;33;35;37;38;44;45;52;54;55;58;63;69;70;71;72
6312;10;12;14;18;19;22;28;31;34;39;42;49;58;62;63;66;67;68;77;79
6313;1;2;7;10;11;15;19;22;28;29;32;52;57;61;65;68;70;73;75;77
6314;1;6;8;14;15;18;20;21;28;31;36;41;42;48;50;57;58;68;76;77
6315;5;8;11;17;22;23;24;28;30;32;34;35;37;39;40;56;59;62;67;80
6316;1;8;12;14;16;17;18;20;25;28;29;35;39;45;55;57;60;67;68;74
6317;3;7;11;13;17;19;31;37;41;43;44;46;48;54;59;66;68;73;75;77
6318;6;10;11;14;19;24;26;34;36;37;41;51;53;57;60;64;65;69;72;76
6319;1;8;11;21;23;24;28;33;40;42;48;51;56;60;65;71;74;76;79;80
6320;4;5;6;11;15;17;18;20;22;27;30;31;33;41;44;51;58;66;71;73
6321;1;4;7;8;11;12;19;26;27;28;36;37;42;49;51;53;69;75;76;77
6322;8;9;12;18;19;20;26;27;37;42;48;49;51;53;61;70;71;75;76;78
6323;4;5;6;10;13;16;18;26;28;37;44;47;51;54;56;58;63;65;73;75
6324;7;9;11;12;18;22;26;30;33;43;46;48;49;51;52;60;62;70;72;79
6325;1;6;14;18;19;22;24;28;30;39;41;43;45;46;57;58;60;61;63;71
6326;5;9;11;12;13;14;20;24;26;30;38;43;47;49;50;55;60;74;77;80
6327;2;4;5;9;10;21;24;25;29;33;36;41;46;50;52;62;65;71;72;74
6328;5;11;13;15;21;22;24;38;39;52;56;59;60;61;68;74;75;76;77;80
6329;4;7;9;10;12;16;17;19;24;25;30;33;36;49;51;52;64;72;78;80
6330;5;10;12;13;15;23;36;39;40;41;47;49;55;64;68;71;73;76;78;80
6331;15;20;21;22;28;30;36;37;42;46;47;51;63;64;65;66;73;76;77;78
6332;1;3;5;6;11;17;23;26;27;29;32;33;35;38;57;60;65;67;68;80
6333;2;4;7;17;23;29;32;33;41;43;47;57;58;65;67;69;70;71;74;78
6334;6;15;19;20;28;34;39;40;42;44;47;49;51;54;55;60;63;68;75;79
6335;2;14;15;20;23;29;31;35;36;49;54;57;58;59;60;61;63;73;76;78
6336;1;3;13;16;18;20;24;28;31;32;40;45;49;54;61;62;63;64;70;74
6337;1;4;10;13;14;21;24;25;26;37;44;46;48;54;55;56;57;62;65;66
6338;1;3;10;13;15;19;22;23;31;41;44;49;52;57;68;69;73;77;79;80
6339;1;4;7;20;28;31;32;36;37;43;44;46;50;51;54;55;57;63;68;78
6340;7;9;13;16;17;20;22;33;35;44;48;54;56;62;64;66;69;73;76;77
6341;3;4;18;20;24;25;26;28;31;32;36;37;40;42;43;51;57;60;61;66
6342;9;11;13;21;22;24;27;28;31;33;34;38;39;44;56;60;70;73;79;80
6343;1;3;6;18;23;24;30;34;35;40;41;50;53;61;68;71;73;75;79;80
6344;8;15;16;19;23;24;25;27;31;32;34;37;53;56;57;58;64;65;70;76
6345;1;2;7;11;14;16;21;22;27;32;33;34;36;41;44;47;50;52;72;78
6346;3;4;10;12;13;21;36;40;42;43;44;50;51;53;60;70;71;73;78;79
6347;7;16;19;29;32;42;44;50;51;52;55;57;59;60;65;67;72;74;77;78
6348;2;5;7;11;14;16;19;30;35;37;42;45;47;52;54;56;59;62;72;78
6349;19;21;23;25;26;29;34;37;44;46;52;53;56;57;59;60;63;66;67;79
6350;1;3;7;15;18;21;22;23;26;31;35;39;42;46;63;64;67;69;74;79
6351;4;9;11;14;25;28;32;35;36;39;40;51;59;63;64;66;76;77;78;79
6352;1;5;9;11;15;26;27;28;34;38;48;50;56;62;67;70;71;74;76;77
6353;3;5;7;15;16;18;26;39;43;47;48;49;50;56;57;61;69;71;78;80
6354;5;8;9;14;20;22;25;33;37;41;45;52;57;59;60;63;65;73;74;77
6355;2;9;18;20;21;23;25;37;39;46;50;53;55;60;64;70;71;72;75;80
6356;6;17;22;25;26;31;32;34;39;42;43;47;51;56;58;69;70;75;77;80
6357;3;5;7;9;19;22;23;26;34;40;45;51;52;53;57;74;75;77;79;80
6358;2;4;11;13;21;24;25;26;31;32;41;44;51;58;63;66;69;70;72;74
6359;2;5;10;14;23;28;37;40;47;48;49;50;52;54;56;57;61;71;72;76
6360;4;10;11;25;32;33;38;42;43;48;49;62;63;66;68;70;74;75;78;79
6361;3;6;8;20;26;34;36;38;42;44;46;47;52;56;63;64;67;73;74;78
6362;4;7;8;11;13;16;20;23;30;32;33;41;42;43;50;51;55;66;67;72
6363;2;5;10;12;19;24;25;26;34;42;47;50;52;66;67;68;69;70;71;78
6364;1;7;12;13;21;26;28;32;35;45;48;51;52;53;55;56;60;63;65;67
6365;3;12;17;21;25;29;35;36;39;41;48;57;58;64;67;68;69;73;74;78
6366;3;6;13;18;24;26;28;31;39;41;43;49;51;52;55;62;66;70;74;78
6367;5;8;12;14;21;25;26;41;43;44;45;54;56;57;62;63;68;73;75;77
6368;3;14;19;20;22;31;32;38;41;44;46;50;57;59;61;62;68;69;78;80
6369;2;7;9;10;12;13;20;34;35;36;39;40;43;52;59;62;64;66;76;79
6370;7;13;16;21;22;23;32;33;34;38;44;49;52;53;57;60;64;72;73;77
6371;3;4;6;12;14;16;21;25;27;29;38;39;44;46;62;63;68;73;75;78
6372;1;6;8;11;12;15;18;28;39;42;45;48;56;59;60;64;68;71;76;79
6373;5;7;8;9;10;13;16;17;18;21;22;24;29;41;44;53;70;71;74;80
6374;5;10;14;15;20;24;27;34;37;41;46;52;53;57;58;60;62;67;71;78
6375;8;13;27;29;37;39;40;43;46;48;50;53;55;59;60;65;69;74;76;79
6376;2;5;8;11;17;19;21;26;30;34;37;49;51;54;59;64;65;66;70;80
6377;4;8;11;12;18;20;21;27;28;33;39;42;45;56;59;66;68;75;76;78
6378;3;5;15;20;23;27;38;39;44;50;54;62;66;67;70;72;74;76;79;80
6379;1;4;7;11;17;19;25;32;33;43;48;54;60;61;65;66;67;71;77;79
6380;1;4;10;14;17;18;23;28;31;33;34;41;56;58;60;67;72;74;76;77
6381;7;18;22;25;29;33;34;37;39;41;43;51;52;53;54;63;66;70;74;76
6382;1;3;4;7;10;17;19;20;28;30;33;36;37;47;50;52;55;65;66;73
6383;4;11;14;17;19;22;28;30;31;33;38;40;45;48;52;58;64;65;66;70
6384;2;6;28;33;35;38;41;47;48;50;52;60;63;64;65;66;67;69;74;77
6385;4;6;7;10;15;19;27;33;34;35;36;44;48;52;54;65;69;70;77;78
6386;1;5;6;9;13;20;22;26;27;28;32;34;35;39;46;48;56;58;72;75
6387;11;12;14;21;25;29;31;32;42;43;46;47;50;52;59;66;67;69;73;80
6388;5;8;9;12;13;15;16;21;30;32;33;49;51;57;60;63;67;69;73;79
6389;2;4;10;11;13;19;20;21;22;23;31;33;37;40;51;58;67;68;74;77
6390;2;9;15;19;23;24;32;38;43;53;54;59;63;65;66;67;68;74;78;80
6391;2;4;6;10;13;19;22;24;25;27;30;36;42;43;48;51;55;56;65;77
6392;2;6;20;23;25;26;37;44;58;60;64;66;70;71;73;74;75;76;78;79
6393;1;3;8;11;16;20;30;36;40;41;48;49;52;53;54;55;61;64;72;73
6394;3;11;17;18;25;42;44;45;47;49;59;61;62;64;65;66;69;71;76;78
6395;3;11;12;18;23;29;37;44;48;51;52;53;55;58;62;63;64;65;71;72
6396;1;3;15;16;21;24;26;31;37;40;48;52;53;55;59;60;69;71;78;80
6397;3;9;14;18;19;22;24;28;34;40;41;43;44;45;55;58;61;68;71;74
6398;4;9;17;18;21;27;32;33;34;37;41;42;44;47;56;67;69;74;76;78
6399;5;8;11;12;13;15;16;28;44;48;54;56;60;61;64;67;72;77;79;80
6400;6;10;15;16;19;20;28;31;40;43;46;56;63;65;67;68;70;73;75;76
6401;5;7;14;15;17;22;23;27;32;40;43;45;62;67;68;72;75;77;78;80
6402;4;7;9;22;24;34;35;36;39;43;44;46;49;53;54;55;58;60;65;67
6403;10;12;15;17;18;22;24;25;29;31;37;51;55;57;59;63;65;78;79;80
6404;4;6;7;10;12;16;25;32;33;34;38;40;42;55;56;58;67;68;70;75
6405;2;9;11;14;24;26;27;29;40;45;48;49;51;53;56;60;67;71;75;76
6406;1;3;17;18;29;30;32;39;43;44;49;50;53;55;57;64;66;75;76;79
6407;10;23;29;31;33;37;38;41;47;49;50;55;58;63;67;70;73;76;77;78
6408;4;6;7;10;12;20;22;23;26;31;32;37;38;47;48;49;53;54;58;74
6409;10;13;17;19;20;25;33;34;35;36;41;42;46;56;59;61;64;65;66;75
6410;4;6;10;20;23;26;33;37;44;47;48;51;55;56;64;68;69;75;76;80
6411;6;9;11;19;26;28;31;32;35;38;40;41;45;50;60;61;65;68;73;79
6412;3;9;14;15;22;31;36;38;39;43;46;52;55;61;62;73;74;76;77;79
6413;6;8;14;20;21;22;28;33;37;41;42;47;48;50;52;54;59;60;71;72
6414;1;7;10;13;17;22;25;30;31;35;38;42;51;54;56;67;68;69;72;79
6415;1;2;9;15;16;22;28;29;32;34;36;53;57;59;63;67;70;74;78;80
6416;1;3;8;10;23;25;29;33;34;35;37;39;41;52;54;56;58;61;64;76
6417;3;13;15;23;25;26;27;34;36;42;45;46;56;58;64;65;66;71;75;76
6418;6;15;18;19;20;23;32;41;45;47;48;51;58;59;61;66;68;72;78;79
6419;3;8;10;13;18;21;30;31;38;40;50;59;66;69;70;71;73;74;75;80
6420;1;3;5;9;11;19;26;35;37;38;41;42;45;46;55;56;60;67;79;80
6421;5;16;18;19;21;24;29;30;31;45;52;56;59;67;68;69;71;75;76;79
6422;6;8;12;14;15;16;19;22;29;33;37;40;51;54;57;59;68;73;78;79
6423;1;2;8;12;17;21;27;32;34;38;40;43;51;55;57;66;71;74;76;78
6424;2;7;8;12;14;18;25;29;30;34;35;38;46;52;53;58;61;65;68;75
6425;18;19;20;21;28;34;36;37;38;41;44;49;59;60;62;68;69;70;75;80
6426;10;16;17;18;21;23;25;26;31;32;33;35;41;44;45;54;63;64;71;74
6427;2;4;5;12;13;14;17;23;25;28;29;32;37;42;48;56;59;61;70;79
6428;1;2;9;12;23;28;38;46;47;52;57;59;65;66;67;72;73;74;77;79
6429;4;9;10;15;19;22;24;27;31;33;36;39;55;60;64;69;73;75;77;78
6430;2;3;14;17;26;27;30;39;45;48;53;57;61;65;67;69;71;73;77;79
6431;12;13;14;17;18;25;26;27;28;31;33;37;42;47;52;54;63;72;78;79
6432;8;10;13;17;29;33;34;35;36;40;42;46;53;54;60;64;71;72;74;76
6433;4;6;7;10;11;12;15;23;25;32;33;35;37;38;46;48;51;62;66;72
6434;1;2;5;7;8;17;18;22;35;43;46;47;49;55;66;67;68;69;72;80
6435;1;9;16;17;18;19;23;24;33;35;36;41;45;46;51;55;59;63;65;74
6436;6;10;14;16;17;20;22;23;32;34;37;40;42;43;54;61;64;71;76;79
6437;1;2;8;9;12;15;16;17;19;26;27;28;34;36;40;45;48;62;68;71
6438;1;4;7;9;13;18;20;30;34;40;47;51;64;66;69;70;74;76;77;79
6439;1;2;6;9;10;19;21;32;33;34;36;38;39;41;47;49;56;57;69;72
6440;1;5;9;11;22;27;33;34;36;40;43;46;49;57;59;61;67;74;76;79
6441;1;9;13;14;16;19;27;34;36;44;45;47;55;58;61;65;70;71;73;76
6442;1;3;6;7;11;14;15;21;24;26;28;30;31;40;45;50;60;73;74;76
6443;4;5;8;12;14;16;33;41;42;45;50;51;63;64;68;69;75;76;79;80
6444;2;3;10;15;17;18;31;34;37;38;39;45;47;50;53;56;68;73;75;76
6445;3;4;14;16;21;22;25;26;28;29;37;46;47;49;53;63;64;69;71;76
6446;3;9;11;20;31;36;42;43;45;51;53;55;60;61;64;65;71;73;76;77
6447;9;11;12;19;26;27;30;31;33;37;38;42;45;53;54;57;64;71;74;79
6448;5;6;8;12;14;19;24;30;31;35;36;38;44;47;56;66;67;72;74;75
6449;2;3;9;11;14;21;23;33;35;38;49;52;53;59;63;65;66;75;76;80
6450;1;3;8;17;18;20;23;31;35;42;43;46;50;51;57;60;65;67;70;78
6451;7;11;17;18;20;27;29;30;39;41;45;47;48;53;65;68;69;72;73;78
6452;8;13;14;15;21;29;32;45;48;51;53;57;62;66;68;69;70;71;73;77
6453;4;10;17;21;25;27;29;32;34;38;42;46;51;55;56;65;72;75;79;80
6454;2;4;5;7;13;23;25;31;33;35;38;45;46;50;53;55;69;70;72;80
6455;3;15;16;17;23;33;36;39;44;46;47;50;60;64;68;71;74;78;79;80
6456;4;6;9;13;21;23;24;35;38;42;43;45;47;50;56;61;63;72;73;79
6457;1;12;16;18;22;23;25;27;31;41;42;49;50;51;58;63;67;73;75;80
6458;7;13;17;20;25;33;36;38;42;45;46;53;59;61;64;65;71;73;74;75
6459;7;12;16;18;19;23;28;34;36;37;39;48;55;62;65;70;71;73;77;80
6460;6;12;15;17;21;25;28;29;35;43;45;52;54;56;58;61;63;65;66;75
6461;7;8;11;18;26;31;36;38;43;46;48;50;52;54;59;60;74;77;78;79
6462;3;5;12;13;14;17;18;19;31;33;41;44;48;53;61;63;70;71;72;79
6463;4;5;12;13;14;21;25;26;33;36;39;49;54;63;65;72;73;74;76;80
6464;4;11;14;15;28;36;38;43;54;55;57;58;59;63;65;67;69;74;79;80
6465;3;4;6;13;17;19;20;21;27;31;35;38;43;46;54;58;59;65;75;77
6466;1;2;7;10;18;21;24;28;33;42;43;46;52;58;61;68;69;70;71;78
6467;3;6;10;13;14;15;19;30;32;34;36;38;40;42;54;55;60;65;67;79
6468;5;11;13;21;28;33;39;41;42;46;48;50;52;54;61;68;69;70;73;77
6469;1;3;5;7;8;12;13;15;20;24;25;36;37;38;41;47;51;56;61;62
6470;1;9;13;15;16;17;19;21;26;31;32;33;35;46;59;61;67;70;78;79
6471;5;7;8;10;12;13;29;31;33;40;45;49;51;53;59;61;64;69;72;74
6472;15;16;17;22;23;25;28;31;43;44;46;51;54;57;58;60;62;68;73;75
6473;3;6;9;14;16;19;24;33;39;40;41;44;45;48;50;62;63;64;68;80
6474;8;11;15;16;18;21;24;32;43;51;53;55;56;57;58;62;67;72;74;80
6475;1;2;10;17;19;21;30;33;39;42;46;48;49;50;59;65;66;69;78;79
6476;7;8;18;24;31;34;36;37;39;40;41;47;52;53;56;61;65;73;74;76
6477;1;6;12;14;17;19;20;21;22;26;28;47;53;55;57;65;70;74;76;80
6478;9;10;15;19;23;31;32;35;41;45;47;49;54;60;63;66;67;70;79;80
6479;17;19;20;25;39;44;47;48;51;52;55;58;59;60;65;66;71;73;75;78
6480;6;8;12;13;16;20;22;26;27;29;33;35;38;49;51;56;58;73;74;79
6481;1;5;11;21;27;32;33;34;46;48;50;51;57;59;60;63;69;70;71;79
6482;1;5;6;11;21;22;23;31;34;40;42;44;45;59;60;62;65;66;68;71
6483;1;9;10;13;21;22;23;30;32;33;34;42;43;44;47;68;72;73;75;76
6484;2;3;4;6;8;9;15;20;25;26;28;38;39;48;50;52;61;65;67;74
